Country,IUCN,Species,Value
Iceland,VULNERABLE,Birds,16.0
Ireland,CRITICAL,Invertebrates,28.0
Ireland,CRITICAL,Marine Fish,6.0
Ireland,CRITICAL,Mosses,19.0
Ireland,CRITICAL,Vascular plants,20.0
Ireland,ENDANGERED,Invertebrates,51.0
Ireland,ENDANGERED,Marine Fish,5.0
Ireland,ENDANGERED,Mosses,30.0
Ireland,ENDANGERED,Vascular plants,25.0
Ireland,TOT_KNOWN,Invertebrates,1230.0
Ireland,TOT_KNOWN,Marine Fish,376.0
Ireland,TOT_KNOWN,Mosses,596.0
Ireland,TOT_KNOWN,Vascular plants,1050.0
Ireland,VULNERABLE,Invertebrates,100.0
Ireland,VULNERABLE,Marine Fish,6.0
Ireland,VULNERABLE,Mosses,64.0
Ireland,VULNERABLE,Vascular plants,56.0
Italy,CRITICAL,Amphibians,0.0
Italy,CRITICAL,Birds,10.0
Italy,CRITICAL,Fish,21.0
Italy,CRITICAL,Freshwater Fish,11.0
Italy,CRITICAL,Invertebrates,88.0
Italy,CRITICAL,Mammals,2.0
Italy,CRITICAL,Marine Fish,10.0
Italy,CRITICAL,Reptiles,1.0
Italy,CRITICAL,Vascular plants,193.0
Italy,ENDANGERED,Amphibians,4.0
Italy,ENDANGERED,Birds,36.0
Italy,ENDANGERED,Fish,12.0
Italy,ENDANGERED,Freshwater Fish,6.0
Italy,ENDANGERED,Invertebrates,136.0
Italy,ENDANGERED,Mammals,8.0
Italy,ENDANGERED,Marine Fish,6.0
Italy,ENDANGERED,Reptiles,5.0
Italy,ENDANGERED,Vascular plants,269.0
Italy,TOT_KNOWN,Amphibians,44.0
Italy,TOT_KNOWN,Birds,278.0
Italy,TOT_KNOWN,Fish,641.0
Italy,TOT_KNOWN,Freshwater Fish,97.0
Italy,TOT_KNOWN,Invertebrates,58632.0
Italy,TOT_KNOWN,Mammals,126.0
Italy,TOT_KNOWN,Marine Fish,544.0
Italy,TOT_KNOWN,Reptiles,56.0
Italy,TOT_KNOWN,Vascular plants,8195.0
Italy,VULNERABLE,Amphibians,10.0
Italy,VULNERABLE,Birds,21.0
Italy,VULNERABLE,Fish,14.0
Italy,VULNERABLE,Freshwater Fish,8.0
Italy,VULNERABLE,Invertebrates,232.0
Italy,VULNERABLE,Mammals,13.0
Italy,VULNERABLE,Marine Fish,6.0
Italy,VULNERABLE,Reptiles,5.0
Italy,VULNERABLE,Vascular plants,169.0
Japan,CRITICAL,Birds,31.0
Japan,CRITICAL,Fish,60.0
Japan,CRITICAL,Freshwater Fish,54.0
Japan,CRITICAL,Invertebrates,22.0
Japan,CRITICAL,Lichens,43.0
Japan,CRITICAL,Mammals,13.0
Japan,CRITICAL,Marine Fish,6.0
Japan,CRITICAL,Mosses,137.0
Japan,CRITICAL,Reptiles,9.0
Japan,CRITICAL,Vascular plants,520.0
Japan,ENDANGERED,Birds,24.0
Japan,ENDANGERED,Fish,79.0
Japan,ENDANGERED,Freshwater Fish,71.0
Japan,ENDANGERED,Invertebrates,22.0
Japan,ENDANGERED,Lichens,41.0
Japan,ENDANGERED,Mammals,12.0
Japan,ENDANGERED,Marine Fish,8.0
Japan,ENDANGERED,Mosses,138.0
Japan,ENDANGERED,Reptiles,5.0
Japan,ENDANGERED,Vascular plants,529.0
Japan,TOT_KNOWN,Birds,700.0
Japan,TOT_KNOWN,Fish,4300.0
Japan,TOT_KNOWN,Freshwater Fish,400.0
Japan,TOT_KNOWN,Invertebrates,5300.0
Japan,TOT_KNOWN,Lichens,1600.0
Japan,TOT_KNOWN,Mammals,160.0
Japan,TOT_KNOWN,Marine Fish,3900.0
Japan,TOT_KNOWN,Mosses,1800.0
Japan,TOT_KNOWN,Reptiles,100.0
Japan,TOT_KNOWN,Vascular plants,7000.0
Japan,VULNERABLE,Birds,43.0
Japan,VULNERABLE,Fish,46.0
Japan,VULNERABLE,Freshwater Fish,44.0
Japan,VULNERABLE,Invertebrates,43.0
Japan,VULNERABLE,Lichens,20.0
Japan,VULNERABLE,Mammals,9.0
Japan,VULNERABLE,Marine Fish,2.0
Japan,VULNERABLE,Mosses,103.0
Japan,VULNERABLE,Reptiles,23.0
Japan,VULNERABLE,Vascular plants,741.0
Korea,CRITICAL,Amphibians,0.0
Korea,CRITICAL,Birds,7.0
Korea,CRITICAL,Fish,4.0
Korea,CRITICAL,Freshwater Fish,4.0
Korea,CRITICAL,Invertebrates,24.0
Korea,CRITICAL,Mammals,1.0
Korea,CRITICAL,Reptiles,0.0
Korea,CRITICAL,Vascular plants,28.0
Korea,ENDANGERED,Amphibians,2.0
Korea,ENDANGERED,Birds,18.0
Korea,ENDANGERED,Fish,13.0
Korea,ENDANGERED,Freshwater Fish,13.0
Korea,ENDANGERED,Invertebrates,43.0
Korea,ENDANGERED,Mammals,4.0
Korea,ENDANGERED,Reptiles,1.0
Korea,ENDANGERED,Vascular plants,86.0
Korea,TOT_KNOWN,Amphibians,21.0
Korea,TOT_KNOWN,Birds,527.0
Korea,TOT_KNOWN,Fish,1290.0
Korea,TOT_KNOWN,Freshwater Fish,202.0
Korea,TOT_KNOWN,Invertebrates,27568.0
Korea,TOT_KNOWN,Mammals,125.0
Korea,TOT_KNOWN,Reptiles,32.0
Korea,TOT_KNOWN,Vascular plants,4552.0
Korea,VULNERABLE,Amphibians,3.0
Korea,VULNERABLE,Birds,29.0
Korea,VULNERABLE,Fish,7.0
Korea,VULNERABLE,Freshwater Fish,7.0
Korea,VULNERABLE,Invertebrates,137.0
Korea,VULNERABLE,Mammals,9.0
Korea,VULNERABLE,Reptiles,4.0
Korea,VULNERABLE,Vascular plants,110.0
Latvia,CRITICAL,Amphibians,1.0
Latvia,CRITICAL,Birds,4.0
Latvia,CRITICAL,Fish,1.0
Latvia,CRITICAL,Invertebrates,7.0
Latvia,CRITICAL,Lichens,2.0
Latvia,CRITICAL,Mammals,0.0
Latvia,CRITICAL,Mosses,3.0
Latvia,CRITICAL,Reptiles,1.0
Latvia,CRITICAL,Vascular plants,16.0
Latvia,ENDANGERED,Amphibians,1.0
Latvia,ENDANGERED,Birds,19.0
Latvia,ENDANGERED,Fish,0.0
Latvia,ENDANGERED,Invertebrates,38.0
Latvia,ENDANGERED,Lichens,18.0
Latvia,ENDANGERED,Mammals,3.0
Latvia,ENDANGERED,Mosses,41.0
Latvia,ENDANGERED,Reptiles,1.0
Latvia,ENDANGERED,Vascular plants,110.0
Latvia,TOT_KNOWN,Amphibians,13.0
Latvia,TOT_KNOWN,Birds,233.0
Latvia,TOT_KNOWN,Fish,87.0
Latvia,TOT_KNOWN,Invertebrates,17100.0
Latvia,TOT_KNOWN,Lichens,687.0
Latvia,TOT_KNOWN,Mammals,62.0
Latvia,TOT_KNOWN,Mosses,560.0
Latvia,TOT_KNOWN,Reptiles,7.0
Latvia,TOT_KNOWN,Vascular plants,1937.0
Latvia,VULNERABLE,Amphibians,2.0
Latvia,VULNERABLE,Birds,16.0
Latvia,VULNERABLE,Fish,1.0
Latvia,VULNERABLE,Invertebrates,34.0
Latvia,VULNERABLE,Lichens,4.0
Latvia,VULNERABLE,Mammals,2.0
Latvia,VULNERABLE,Mosses,17.0
Latvia,VULNERABLE,Reptiles,0.0
Latvia,VULNERABLE,Vascular plants,83.0
Lithuania,CRITICAL,Birds,19.0
Lithuania,CRITICAL,Fish,3.0
Lithuania,CRITICAL,Freshwater Fish,2.0
Lithuania,CRITICAL,Invertebrates,13.0
Lithuania,CRITICAL,Lichens,24.0
Lithuania,CRITICAL,Marine Fish,1.0
Lithuania,CRITICAL,Mosses,9.0
Lithuania,CRITICAL,Vascular plants,23.0
Lithuania,ENDANGERED,Birds,17.0
Lithuania,ENDANGERED,Fish,0.0
Lithuania,ENDANGERED,Freshwater Fish,0.0
Lithuania,ENDANGERED,Invertebrates,54.0
Lithuania,ENDANGERED,Lichens,16.0
Lithuania,ENDANGERED,Marine Fish,0.0
Lithuania,ENDANGERED,Mosses,13.0
Lithuania,ENDANGERED,Vascular plants,66.0
Lithuania,TOT_KNOWN,Birds,389.0
Lithuania,TOT_KNOWN,Fish,105.0
Lithuania,TOT_KNOWN,Freshwater Fish,54.0
Lithuania,TOT_KNOWN,Invertebrates,25000.0
Lithuania,TOT_KNOWN,Lichens,250.0
Lithuania,TOT_KNOWN,Marine Fish,51.0
Lithuania,TOT_KNOWN,Mosses,470.0
Lithuania,TOT_KNOWN,Vascular plants,1334.0
Lithuania,VULNERABLE,Birds,20.0
Lithuania,VULNERABLE,Fish,2.0
Lithuania,VULNERABLE,Freshwater Fish,2.0
Lithuania,VULNERABLE,Invertebrates,22.0
Lithuania,VULNERABLE,Lichens,3.0
Lithuania,VULNERABLE,Marine Fish,0.0
Lithuania,VULNERABLE,Mosses,26.0
Lithuania,VULNERABLE,Vascular plants,41.0
Luxembourg,CRITICAL,Amphibians,2.0
Luxembourg,CRITICAL,Birds,7.0
Luxembourg,CRITICAL,Fish,3.0
Luxembourg,CRITICAL,Freshwater Fish,3.0
Luxembourg,CRITICAL,Invertebrates,7.0
Luxembourg,CRITICAL,Reptiles,0.0
Luxembourg,CRITICAL,Vascular plants,121.0
Luxembourg,ENDANGERED,Amphibians,1.0
Luxembourg,ENDANGERED,Birds,8.0
Luxembourg,ENDANGERED,Fish,1.0
Luxembourg,ENDANGERED,Freshwater Fish,1.0
Luxembourg,ENDANGERED,Invertebrates,7.0
Luxembourg,ENDANGERED,Reptiles,0.0
Luxembourg,ENDANGERED,Vascular plants,124.0
Luxembourg,TOT_KNOWN,Amphibians,14.0
Luxembourg,TOT_KNOWN,Birds,131.0
Luxembourg,TOT_KNOWN,Fish,43.0
Luxembourg,TOT_KNOWN,Freshwater Fish,43.0
Luxembourg,TOT_KNOWN,Invertebrates,149.0
Luxembourg,TOT_KNOWN,Reptiles,6.0
Luxembourg,TOT_KNOWN,Vascular plants,1323.0
Luxembourg,VULNERABLE,Amphibians,1.0
Luxembourg,VULNERABLE,Birds,11.0
Luxembourg,VULNERABLE,Fish,8.0
Luxembourg,VULNERABLE,Freshwater Fish,8.0
Luxembourg,VULNERABLE,Invertebrates,9.0
Luxembourg,VULNERABLE,Reptiles,2.0
Luxembourg,VULNERABLE,Vascular plants,109.0
Mexico,CRITICAL,Amphibians,0.0
Mexico,CRITICAL,Birds,18.0
Mexico,CRITICAL,Fish,14.0
Mexico,CRITICAL,Freshwater Fish,13.0
Mexico,CRITICAL,Mammals,9.0
Mexico,CRITICAL,Marine Fish,0.0
Mexico,CRITICAL,Mosses,0.0
Mexico,CRITICAL,Reptiles,0.0
Mexico,CRITICAL,Vascular plants,6.0
Mexico,ENDANGERED,Amphibians,15.0
Mexico,ENDANGERED,Birds,96.0
Mexico,ENDANGERED,Fish,85.0
Mexico,ENDANGERED,Freshwater Fish,74.0
Mexico,ENDANGERED,Mammals,50.0
Mexico,ENDANGERED,Marine Fish,1.0
Mexico,ENDANGERED,Mosses,0.0
Mexico,ENDANGERED,Reptiles,28.0
Mexico,ENDANGERED,Vascular plants,220.0
Mexico,TOT_KNOWN,Amphibians,413.0
Mexico,TOT_KNOWN,Birds,1117.0
Mexico,TOT_KNOWN,Fish,2763.0
Mexico,TOT_KNOWN,Freshwater Fish,505.0
Mexico,TOT_KNOWN,Mammals,564.0
Mexico,TOT_KNOWN,Marine Fish,2224.0
Mexico,TOT_KNOWN,Mosses,1000.0
Mexico,TOT_KNOWN,Reptiles,953.0
Mexico,TOT_KNOWN,Vascular plants,23296.0
Mexico,VULNERABLE,Amphibians,43.0
Mexico,VULNERABLE,Birds,127.0
Mexico,VULNERABLE,Fish,76.0
Mexico,VULNERABLE,Freshwater Fish,65.0
Mexico,VULNERABLE,Mammals,91.0
Mexico,VULNERABLE,Marine Fish,2.0
Mexico,VULNERABLE,Mosses,2.0
Mexico,VULNERABLE,Reptiles,142.0
Mexico,VULNERABLE,Vascular plants,350.0
Netherlands,CRITICAL,Amphibians,2.0
Netherlands,CRITICAL,Birds,10.0
Netherlands,CRITICAL,Fish,4.0
Netherlands,CRITICAL,Freshwater Fish,1.0
Netherlands,CRITICAL,Invertebrates,51.0
Netherlands,CRITICAL,Lichens,49.0
Netherlands,CRITICAL,Mammals,2.0
Netherlands,CRITICAL,Marine Fish,3.0
Netherlands,CRITICAL,Mosses,52.0
Netherlands,CRITICAL,Vascular plants,71.0
Netherlands,ENDANGERED,Amphibians,2.0
Netherlands,ENDANGERED,Birds,10.0
Netherlands,ENDANGERED,Fish,5.0
Netherlands,ENDANGERED,Freshwater Fish,2.0
Netherlands,ENDANGERED,Invertebrates,60.0
Netherlands,ENDANGERED,Lichens,42.0
Netherlands,ENDANGERED,Mammals,3.0
Netherlands,ENDANGERED,Marine Fish,3.0
Netherlands,ENDANGERED,Mosses,27.0
Netherlands,ENDANGERED,Vascular plants,117.0
Netherlands,TOT_KNOWN,Amphibians,16.0
Netherlands,TOT_KNOWN,Birds,168.0
Netherlands,TOT_KNOWN,Fish,97.0
Netherlands,TOT_KNOWN,Freshwater Fish,40.0
Netherlands,TOT_KNOWN,Invertebrates,507.0
Netherlands,TOT_KNOWN,Lichens,683.0
Netherlands,TOT_KNOWN,Mammals,53.0
Netherlands,TOT_KNOWN,Marine Fish,57.0
Netherlands,TOT_KNOWN,Mosses,517.0
Netherlands,TOT_KNOWN,Vascular plants,1395.0
Netherlands,VULNERABLE,Amphibians,3.0
Netherlands,VULNERABLE,Birds,21.0
Netherlands,VULNERABLE,Fish,14.0
Netherlands,VULNERABLE,Freshwater Fish,10.0
Netherlands,VULNERABLE,Invertebrates,51.0
Netherlands,VULNERABLE,Lichens,65.0
Netherlands,VULNERABLE,Mammals,6.0
Netherlands,VULNERABLE,Marine Fish,4.0
Netherlands,VULNERABLE,Mosses,43.0
Netherlands,VULNERABLE,Vascular plants,168.0
New Zealand,CRITICAL,Invertebrates,133.0
New Zealand,ENDANGERED,Invertebrates,62.0
New Zealand,TOT_KNOWN,Invertebrates,33000.0
New Zealand,VULNERABLE,Invertebrates,71.0
Norway,CRITICAL,Birds,6.0
Norway,CRITICAL,Fish,1.0
Norway,CRITICAL,Invertebrates,92.0
Norway,CRITICAL,Lichens,45.0
Norway,CRITICAL,Mammals,5.0
Norway,CRITICAL,Marine Fish,1.0
Norway,CRITICAL,Mosses,22.0
Norway,CRITICAL,Vascular plants,35.0
Norway,ENDANGERED,Birds,15.0
Norway,ENDANGERED,Fish,4.0
Norway,ENDANGERED,Invertebrates,459.0
Norway,ENDANGERED,Lichens,73.0
Norway,ENDANGERED,Mammals,5.0
Norway,ENDANGERED,Marine Fish,4.0
Norway,ENDANGERED,Mosses,61.0
Norway,ENDANGERED,Vascular plants,100.0
Norway,TOT_KNOWN,Birds,264.0
Norway,TOT_KNOWN,Fish,312.0
Norway,TOT_KNOWN,Invertebrates,18010.0
Norway,TOT_KNOWN,Lichens,2032.0
Norway,TOT_KNOWN,Mammals,89.0
Norway,TOT_KNOWN,Marine Fish,278.0
Norway,TOT_KNOWN,Mosses,1085.0
Norway,TOT_KNOWN,Vascular plants,3243.0
Norway,VULNERABLE,Birds,25.0
Norway,VULNERABLE,Fish,2.0
Norway,VULNERABLE,Invertebrates,706.0
Norway,VULNERABLE,Lichens,99.0
Norway,VULNERABLE,Mammals,7.0
Norway,VULNERABLE,Marine Fish,2.0
Norway,VULNERABLE,Mosses,59.0
Norway,VULNERABLE,Vascular plants,111.0
Poland,CRITICAL,Birds,16.0
Poland,CRITICAL,Fish,6.0
Poland,CRITICAL,Freshwater Fish,1.0
Poland,CRITICAL,Invertebrates,152.0
Poland,CRITICAL,Lichens,179.0
Poland,CRITICAL,Mammals,2.0
Poland,CRITICAL,Marine Fish,1.0
Poland,CRITICAL,Reptiles,1.0
Poland,CRITICAL,Vascular plants,127.0
Poland,ENDANGERED,Birds,8.0
Poland,ENDANGERED,Fish,5.0
Poland,ENDANGERED,Freshwater Fish,4.0
Poland,ENDANGERED,Invertebrates,358.0
Poland,ENDANGERED,Lichens,201.0
Poland,ENDANGERED,Mammals,10.0
Poland,ENDANGERED,Marine Fish,0.0
Poland,ENDANGERED,Reptiles,1.0
Poland,ENDANGERED,Vascular plants,154.0
Poland,TOT_KNOWN,Birds,456.0
Poland,TOT_KNOWN,Fish,126.0
Poland,TOT_KNOWN,Freshwater Fish,77.0
Poland,TOT_KNOWN,Invertebrates,33872.0
Poland,TOT_KNOWN,Lichens,1701.0
Poland,TOT_KNOWN,Mammals,112.0
Poland,TOT_KNOWN,Marine Fish,36.0
Poland,TOT_KNOWN,Reptiles,12.0
Poland,TOT_KNOWN,Vascular plants,3139.0
Poland,VULNERABLE,Birds,10.0
Poland,VULNERABLE,Fish,14.0
Poland,VULNERABLE,Freshwater Fish,12.0
Poland,VULNERABLE,Invertebrates,571.0
Poland,VULNERABLE,Lichens,165.0
Poland,VULNERABLE,Mammals,1.0
Poland,VULNERABLE,Marine Fish,1.0
Poland,VULNERABLE,Reptiles,1.0
Poland,VULNERABLE,Vascular plants,208.0
Portugal,CRITICAL,Birds,20.0
Portugal,CRITICAL,Fish,8.0
Portugal,CRITICAL,Mammals,11.0
Portugal,ENDANGERED,Birds,30.0
Portugal,ENDANGERED,Fish,10.0
Portugal,ENDANGERED,Mammals,7.0
Portugal,TOT_KNOWN,Birds,393.0
Portugal,TOT_KNOWN,Fish,65.0
Portugal,TOT_KNOWN,Mammals,158.0
Portugal,VULNERABLE,Birds,61.0
Portugal,VULNERABLE,Fish,4.0
Portugal,VULNERABLE,Mammals,13.0
Slovak Republic,CRITICAL,Birds,10.0
Slovak Republic,CRITICAL,Invertebrates,199.0
Slovak Republic,CRITICAL,Lichens,140.0
Slovak Republic,CRITICAL,Mammals,2.0
Slovak Republic,CRITICAL,Mosses,95.0
Slovak Republic,CRITICAL,Vascular plants,155.0
Slovak Republic,ENDANGERED,Birds,24.0
Slovak Republic,ENDANGERED,Invertebrates,401.0
Slovak Republic,ENDANGERED,Lichens,48.0
Slovak Republic,ENDANGERED,Mammals,6.0
Slovak Republic,ENDANGERED,Mosses,104.0
Slovak Republic,ENDANGERED,Vascular plants,171.0
Slovak Republic,TOT_KNOWN,Birds,211.0
Slovak Republic,TOT_KNOWN,Invertebrates,24818.0
Slovak Republic,TOT_KNOWN,Lichens,1508.0
Slovak Republic,TOT_KNOWN,Mammals,90.0
Slovak Republic,TOT_KNOWN,Mosses,909.0
Slovak Republic,TOT_KNOWN,Vascular plants,3619.0
Slovak Republic,VULNERABLE,Birds,17.0
Slovak Republic,VULNERABLE,Invertebrates,1036.0
Slovak Republic,VULNERABLE,Lichens,169.0
Slovak Republic,VULNERABLE,Mammals,12.0
Slovak Republic,VULNERABLE,Mosses,112.0
Slovak Republic,VULNERABLE,Vascular plants,201.0
Slovenia,CRITICAL,Birds,17.0
Slovenia,ENDANGERED,Birds,43.0
Slovenia,TOT_KNOWN,Birds,380.0
Slovenia,VULNERABLE,Birds,45.0
Spain,CRITICAL,Amphibians,1.0
Spain,CRITICAL,Birds,10.0
Spain,CRITICAL,Fish,9.0
Spain,CRITICAL,Freshwater Fish,9.0
Spain,CRITICAL,Mammals,2.0
Spain,CRITICAL,Marine Fish,0.0
Spain,CRITICAL,Mosses,46.0
Spain,CRITICAL,Reptiles,4.0
Spain,CRITICAL,Vascular plants,240.0
Spain,ENDANGERED,Amphibians,2.0
Spain,ENDANGERED,Birds,21.0
Spain,ENDANGERED,Fish,9.0
Spain,ENDANGERED,Freshwater Fish,7.0
Spain,ENDANGERED,Mammals,6.0
Spain,ENDANGERED,Marine Fish,2.0
Spain,ENDANGERED,Mosses,52.0
Spain,ENDANGERED,Reptiles,5.0
Spain,ENDANGERED,Vascular plants,202.0
Spain,TOT_KNOWN,Amphibians,39.0
Spain,TOT_KNOWN,Birds,641.0
Spain,TOT_KNOWN,Fish,1146.0
Spain,TOT_KNOWN,Freshwater Fish,82.0
Spain,TOT_KNOWN,Mammals,174.0
Spain,TOT_KNOWN,Marine Fish,1064.0
Spain,TOT_KNOWN,Mosses,1100.0
Spain,TOT_KNOWN,Reptiles,104.0
Spain,TOT_KNOWN,Vascular plants,7603.0
Spain,VULNERABLE,Amphibians,6.0
Spain,VULNERABLE,Birds,35.0
Spain,VULNERABLE,Fish,24.0
Spain,VULNERABLE,Freshwater Fish,19.0
Spain,VULNERABLE,Mammals,18.0
Spain,VULNERABLE,Marine Fish,5.0
Spain,VULNERABLE,Mosses,161.0
Spain,VULNERABLE,Reptiles,10.0
Spain,VULNERABLE,Vascular plants,439.0
Sweden,CRITICAL,Birds,6.0
Sweden,CRITICAL,Fish,6.0
Sweden,CRITICAL,Mammals,5.0
Sweden,CRITICAL,Marine Fish,6.0
Sweden,CRITICAL,Vascular plants,43.0
Sweden,ENDANGERED,Birds,11.0
Sweden,ENDANGERED,Fish,6.0
Sweden,ENDANGERED,Mammals,3.0
Sweden,ENDANGERED,Marine Fish,6.0
Sweden,ENDANGERED,Vascular plants,114.0
Sweden,TOT_KNOWN,Birds,257.0
Sweden,TOT_KNOWN,Fish,141.0
Sweden,TOT_KNOWN,Mammals,65.0
Sweden,TOT_KNOWN,Marine Fish,100.0
Sweden,TOT_KNOWN,Vascular plants,1561.0
Sweden,VULNERABLE,Birds,35.0
Sweden,VULNERABLE,Fish,8.0
Sweden,VULNERABLE,Mammals,6.0
Sweden,VULNERABLE,Marine Fish,7.0
Sweden,VULNERABLE,Vascular plants,113.0
Switzerland,CRITICAL,Amphibians,0.0
Switzerland,CRITICAL,Birds,9.0
Switzerland,CRITICAL,Fish,6.0
Switzerland,CRITICAL,Freshwater Fish,6.0
Switzerland,CRITICAL,Invertebrates,229.0
Switzerland,CRITICAL,Lichens,45.0
Switzerland,CRITICAL,Mammals,5.0
Switzerland,CRITICAL,Mosses,61.0
Switzerland,CRITICAL,Reptiles,3.0
Switzerland,CRITICAL,Vascular plants,111.0
Switzerland,ENDANGERED,Amphibians,9.0
Switzerland,ENDANGERED,Birds,21.0
Switzerland,ENDANGERED,Fish,5.0
Switzerland,ENDANGERED,Freshwater Fish,5.0
Switzerland,ENDANGERED,Invertebrates,358.0
Switzerland,ENDANGERED,Lichens,96.0
Switzerland,ENDANGERED,Mammals,13.0
Switzerland,ENDANGERED,Mosses,58.0
Switzerland,ENDANGERED,Reptiles,7.0
Switzerland,ENDANGERED,Vascular plants,197.0
Switzerland,TOT_KNOWN,Amphibians,19.0
Switzerland,TOT_KNOWN,Birds,205.0
Switzerland,TOT_KNOWN,Fish,70.0
Switzerland,TOT_KNOWN,Freshwater Fish,70.0
Switzerland,TOT_KNOWN,Invertebrates,3154.0
Switzerland,TOT_KNOWN,Lichens,713.0
Switzerland,TOT_KNOWN,Mammals,93.0
Switzerland,TOT_KNOWN,Mosses,996.0
Switzerland,TOT_KNOWN,Reptiles,19.0
Switzerland,TOT_KNOWN,Vascular plants,2613.0
Switzerland,VULNERABLE,Amphibians,4.0
Switzerland,VULNERABLE,Birds,41.0
Switzerland,VULNERABLE,Fish,13.0
Switzerland,VULNERABLE,Freshwater Fish,13.0
Switzerland,VULNERABLE,Invertebrates,487.0
Switzerland,VULNERABLE,Lichens,116.0
Switzerland,VULNERABLE,Mammals,16.0
Switzerland,VULNERABLE,Mosses,282.0
Switzerland,VULNERABLE,Reptiles,5.0
Switzerland,VULNERABLE,Vascular plants,362.0
United Kingdom,CRITICAL,Birds,27.0
United Kingdom,CRITICAL,Invertebrates,82.0
United Kingdom,CRITICAL,Lichens,45.0
United Kingdom,CRITICAL,Mammals,2.0
United Kingdom,CRITICAL,Mosses,23.0
United Kingdom,CRITICAL,Vascular plants,42.0
United Kingdom,ENDANGERED,Birds,43.0
United Kingdom,ENDANGERED,Invertebrates,118.0
United Kingdom,ENDANGERED,Lichens,34.0
United Kingdom,ENDANGERED,Mammals,4.0
United Kingdom,ENDANGERED,Mosses,37.0
United Kingdom,ENDANGERED,Vascular plants,110.0
United Kingdom,TOT_KNOWN,Birds,590.0
United Kingdom,TOT_KNOWN,Invertebrates,36242.0
United Kingdom,TOT_KNOWN,Lichens,2875.0
United Kingdom,TOT_KNOWN,Mammals,107.0
United Kingdom,TOT_KNOWN,Mosses,805.0
United Kingdom,TOT_KNOWN,Vascular plants,4562.0
United Kingdom,VULNERABLE,Birds,52.0
United Kingdom,VULNERABLE,Invertebrates,202.0
United Kingdom,VULNERABLE,Lichens,108.0
United Kingdom,VULNERABLE,Mammals,5.0
United Kingdom,VULNERABLE,Mosses,63.0
United Kingdom,VULNERABLE,Vascular plants,214.0
